0.087,0.0,0.82
0.185,0.0,0.82
0.288,0.0,0.82
0.39,0.0,0.82
0.489,0.0,0.82
0.591,0.0,0.82
0.693,0.0,0.82
0.791,0.0,0.82
0.894,0.0,0.82
0.996,0.0,0.82
1.095,0.0,0.82
1.197,0.0,0.82
1.299,0.0,0.82
1.402,0.0,0.82
1.5,0.0,0.82
1.602,0.0,0.82
1.705,0.0,0.82
1.803,0.0,0.82
1.906,0.0,0.82
2.008,0.0,0.82
2.106,0.0,0.82
2.209,0.0,0.82
2.312,0.0,0.82
2.409,0.0,0.82
2.512,0.0,0.82
2.614,0.0,0.82
2.712,0.0,0.82
2.815,0.0,0.82
2.917,0.0,0.82
3.016,0.0,0.82
3.118,0.0,0.82
3.22,0.0,0.82
3.319,0.0,0.82
3.421,0.0,0.82
3.523,0.0,0.82
3.626,0.0,0.82
3.724,0.0,0.82
3.826,0.0,0.82
3.929,0.0,0.82
4.027,0.0,0.82
4.13,0.0,0.82
4.232,0.0,0.82
4.33,0.0,0.82
4.433,0.0,0.82
4.535,0.0,0.82
4.633,0.0,0.82
4.736,0.0,0.82
4.838,0.0,0.82
4.936,0.0,0.82
5.039,0.0,0.82
5.141,0.0,0.82
5.239,0.0,0.82
5.342,0.0,0.82
5.444,0.0,0.82
5.543,0.0,0.82
5.645,0.0,0.82
5.747,0.0,0.82
5.846,0.0,0.82
5.948,0.0,0.82
6.051,0.0,0.82
6.153,0.0,0.82
6.251,0.0,0.82
6.354,0.0,0.82
6.456,0.0,0.82
6.555,0.0,0.82
6.657,0.0,0.82
6.759,7.0,0.82
6.861,7.0,0.82
6.964,7.0,0.8
7.062,7.0,0.72
7.164,7.0,0.68
7.267,7.0,0.65
7.365,7.0,0.63
7.468,7.0,0.62
7.57,7.0,0.61
7.668,7.0,0.6
7.771,7.0,0.59
7.873,7.0,0.58
7.971,7.0,0.56
8.074,7.0,0.55
8.176,7.0,0.55
8.275,7.0,0.54
8.377,7.0,0.54
8.479,7.0,0.53
8.578,7.0,0.53
8.68,7.0,0.52
8.783,7.0,0.52
8.885,7.0,0.52
8.983,7.0,0.52
9.086,7.0,0.51
9.188,7.0,0.51
9.286,7.0,0.51
9.389,7.0,0.51
9.491,7.0,0.5
9.589,7.0,0.5
9.692,7.0,0.5
9.794,7.0,0.5
9.892,7.0,0.5
9.995,7.0,0.5
10.097,7.0,0.5
10.196,7.0,0.5
10.298,7.0,0.5
10.4,7.0,0.5
10.499,7.0,0.5
10.601,7.0,0.5
10.703,7.0,0.5
10.802,7.0,0.5
10.904,7.0,0.5
11.007,7.0,0.5
11.109,7.0,0.5
11.207,7.0,0.5
11.31,7.0,0.49
11.412,7.0,0.5
11.51,7.0,0.5
11.613,7.0,0.49
11.715,7.0,0.49
11.813,7.0,0.49
11.916,7.0,0.49
12.018,7.0,0.49
12.117,7.0,0.49
12.219,7.0,0.49
12.321,7.0,0.49
12.42,7.0,0.49
12.522,7.0,0.49
12.624,7.0,0.49
12.723,7.0,0.49
12.825,7.0,0.49
12.927,7.0,0.49
13.026,7.0,0.5
13.128,7.0,0.49
13.231,7.0,0.49
13.333,7.0,0.5
13.432,7.0,0.5
13.534,7.0,0.5
13.636,7.0,0.5
13.734,7.0,0.5
13.837,7.0,0.5
13.939,7.0,0.5
14.038,7.0,0.5
14.14,7.0,0.5
14.242,7.0,0.5
14.341,7.0,0.5
14.443,7.0,0.5
14.545,7.0,0.5
14.644,7.0,0.5
14.746,7.0,0.5
14.849,7.0,0.5
14.947,7.0,0.5
15.049,7.0,0.5
15.152,7.0,0.51
15.25,7.0,0.5
15.352,7.0,0.5
15.455,7.0,0.5
15.553,7.0,0.5
15.655,7.0,0.5
15.758,7.0,0.5
15.86,7.0,0.5
15.959,7.0,0.5
16.061,7.0,0.5
16.163,7.0,0.5
16.261,7.0,0.5
16.364,7.0,0.5
16.466,7.0,0.5
16.565,7.0,0.5
16.667,7.0,0.5
16.77,7.0,0.5
16.868,7.0,0.5
16.97,7.0,0.5
17.073,7.0,0.5
17.171,7.0,0.49
17.273,7.0,0.49
17.376,7.0,0.49
17.474,7.0,0.5
17.576,7.0,0.5
17.679,7.0,0.5
17.777,7.0,0.5
17.879,7.0,0.5
17.982,7.0,0.5
18.08,7.0,0.49
18.183,7.0,0.45
18.285,7.0,0.45
18.387,7.0,0.45
18.486,7.0,0.45
18.588,7.0,0.46
18.69,7.0,0.46
18.789,7.0,0.46
18.891,7.0,0.47
18.993,7.0,0.47
19.092,7.0,0.47
19.194,7.0,0.47
19.297,7.0,0.47
19.395,7.0,0.47
19.498,7.0,0.47
19.6,7.0,0.46
19.698,7.0,0.43
19.801,7.0,0.43
19.903,7.0,0.43
20.001,7.0,0.44
20.103,7.0,0.44
20.206,7.0,0.45
20.304,7.0,0.45
20.407,7.0,0.45
20.509,7.0,0.46
20.611,7.0,0.46
20.71,7.0,0.46
20.812,7.0,0.46
20.915,7.0,0.47
21.013,7.0,0.47
21.115,7.0,0.47
21.218,7.0,0.45
21.316,7.0,0.45
21.418,7.0,0.46
21.521,7.0,0.46
21.619,7.0,0.46
21.721,7.0,0.46
21.824,7.0,0.47
