0.087,0.0,0.09
0.185,0.0,0.09
0.288,0.0,0.09
0.39,0.0,0.09
0.488,0.0,0.09
0.591,0.0,0.09
0.693,0.0,0.09
0.792,0.0,0.09
0.894,0.0,0.09
0.996,0.0,0.09
1.095,0.0,0.09
1.197,0.0,0.09
1.299,0.0,0.09
1.398,0.0,0.09
1.5,0.0,0.09
1.602,0.0,0.09
1.701,0.0,0.09
1.803,0.0,0.09
1.906,0.0,0.09
2.004,0.0,0.09
2.106,0.0,0.09
2.209,0.0,0.09
2.307,0.0,0.09
2.409,0.0,0.09
2.512,0.0,0.09
2.61,0.0,0.09
2.712,0.0,0.09
2.815,0.0,0.09
2.917,0.0,0.09
3.015,0.0,0.09
3.118,0.0,0.09
3.22,0.0,0.09
3.319,0.0,0.09
3.421,0.0,0.09
3.523,0.0,0.09
3.622,0.0,0.09
3.724,0.0,0.09
3.827,0.0,0.09
3.925,0.0,0.09
4.027,0.0,0.09
4.13,0.0,0.09
4.228,0.0,0.09
4.331,0.0,0.09
4.433,0.0,0.09
4.531,0.0,0.09
4.633,0.0,0.09
4.736,0.0,0.09
4.834,0.0,0.09
4.937,0.0,0.09
5.039,0.0,0.09
5.137,0.0,0.09
5.24,0.0,0.09
5.342,0.0,0.09
5.44,0.0,0.09
5.543,0.0,0.09
5.645,0.0,0.09
5.743,0.0,0.09
5.846,0.0,0.09
5.948,0.0,0.09
6.05,0.0,0.09
6.149,0.0,0.09
6.251,13.0,0.09
6.354,13.0,0.09
6.456,13.0,0.09
6.554,13.0,0.09
6.657,13.0,0.09
6.759,13.0,0.09
6.857,13.0,0.09
6.96,13.0,0.09
7.062,13.0,0.09
7.161,13.0,0.09
7.263,13.0,0.09
7.365,13.0,0.09
7.464,13.0,0.09
7.566,13.0,0.09
7.668,13.0,0.09
7.771,13.0,0.09
7.869,13.0,0.09
7.971,13.0,0.09
8.074,13.0,0.09
8.172,13.0,0.09
8.275,13.0,0.08
8.377,13.0,0.09
8.475,13.0,0.09
8.578,13.0,0.09
8.68,13.0,0.09
8.778,13.0,0.09
8.881,13.0,0.09
8.983,13.0,0.09
9.081,13.0,0.09
9.184,13.0,0.09
9.286,13.0,0.09
9.389,13.0,0.09
9.487,13.0,0.09
9.589,13.0,0.09
9.692,13.0,0.09
9.79,13.0,0.09
9.892,13.0,0.09
9.995,13.0,0.09
10.093,13.0,0.09
10.195,13.0,0.09
10.298,13.0,0.09
10.396,13.0,0.09
10.499,13.0,0.09
10.601,13.0,0.09
10.699,13.0,0.09
10.802,13.0,0.1
10.904,13.0,0.14
11.006,13.0,0.22
11.105,13.0,0.46
11.207,13.0,0.3
11.31,13.0,0.13
11.408,13.0,0.12
11.51,13.0,0.11
11.613,13.0,0.09
11.711,13.0,0.09
11.813,13.0,0.09
11.916,13.0,0.09
12.014,13.0,0.09
12.116,13.0,0.1
12.219,13.0,0.22
12.321,13.0,0.3
12.42,13.0,0.21
12.522,13.0,0.13
12.624,13.0,0.1
12.723,13.0,0.08
12.825,13.0,0.09
12.928,13.0,0.09
13.026,13.0,0.09
13.128,13.0,0.1
13.231,13.0,0.19
13.329,13.0,0.29
13.431,13.0,0.4
13.534,13.0,0.57
13.636,13.0,0.67
13.734,13.0,0.65
13.837,13.0,0.73
13.939,13.0,0.64
14.037,13.0,0.35
14.14,13.0,0.19
14.242,13.0,0.2
14.341,13.0,0.44
14.443,13.0,0.73
14.545,13.0,1.05
14.644,13.0,1.23
